Pair,Groupe,Feature,Type,Forward,IC,ICIR,IC_sign,p-value,n_obs,pct_pos,pct_pos_raw,Carry,Verdict
USDHUF,EM,Dist_MA20,Nouvelle,20j,0.0037,-0.117,1,0.8543,2456,42%,0.425,-2.875,JETTE
USDILS,EM,Vol_20,Existante,5j,0.0231,0.011,1,0.2513,2470,54%,0.5372,-0.875,JETTE
USDILS,EM,Hurst,Existante,5j,0.02,0.13,1,0.32,2470,54%,0.5372,-0.875,JETTE
USDILS,EM,Mom_20,Nouvelle,5j,-0.0189,-0.635,-1,0.348,2470,27%,0.2727,-0.875,JETTE
USDILS,EM,Mom_60,Nouvelle,5j,-0.0092,-1.545,-1,0.6466,2470,7%,0.0661,-0.875,JETTE
USDILS,EM,Mom_120,Nouvelle,5j,0.0008,-1.592,1,0.9683,2470,7%,0.0661,-0.875,JETTE
USDILS,EM,Mom_Ratio,Nouvelle,5j,-0.0266,-0.558,-1,0.186,2470,26%,0.2645,-0.875,JETTE
USDILS,EM,BB_Width,Nouvelle,5j,0.0087,-0.139,1,0.6662,2470,46%,0.4628,-0.875,JETTE
USDILS,EM,Dist_MA20,Nouvelle,5j,0.0019,-0.424,1,0.9251,2470,31%,0.314,-0.875,JETTE
USDILS,EM,Vol_20,Existante,20j,0.021,-0.122,1,0.2975,2455,50%,0.5,-0.875,JETTE
USDILS,EM,Hurst,Existante,20j,0.0314,0.391,1,0.1199,2455,57%,0.575,-0.875,FILTRE
USDILS,EM,Mom_20,Nouvelle,20j,-0.0184,-0.602,-1,0.3616,2455,28%,0.2833,-0.875,JETTE
USDILS,EM,Mom_60,Nouvelle,20j,0.008,-0.476,1,0.6907,2455,28%,0.275,-0.875,JETTE
USDILS,EM,Mom_120,Nouvelle,20j,0.0165,-0.455,1,0.4151,2455,34%,0.3417,-0.875,JETTE
USDILS,EM,Mom_Ratio,Nouvelle,20j,-0.0171,-0.476,-1,0.3964,2455,29%,0.2917,-0.875,JETTE
USDILS,EM,BB_Width,Nouvelle,20j,0.035,0.124,1,0.0828,2455,52%,0.525,-0.875,JETTE
USDILS,EM,Dist_MA20,Nouvelle,20j,-0.0196,-0.328,-1,0.3325,2455,31%,0.3083,-0.875,JETTE
USDINR,EM,Vol_20,Existante,5j,-0.0176,-0.69,-1,0.381,2471,23%,0.2314,-2.625,JETTE
USDINR,EM,Hurst,Existante,5j,-0.0398,-0.481,-1,0.0478,2471,34%,0.3388,-2.625,FILTRE
USDINR,EM,Mom_20,Nouvelle,5j,-0.0149,-0.586,-1,0.4602,2471,29%,0.2893,-2.625,JETTE
USDINR,EM,Mom_60,Nouvelle,5j,0.0034,-0.683,1,0.864,2471,22%,0.2231,-2.625,JETTE
USDINR,EM,Mom_120,Nouvelle,5j,0.0076,-0.709,1,0.7054,2471,16%,0.157,-2.625,JETTE
USDINR,EM,Mom_Ratio,Nouvelle,5j,0.0013,-0.272,1,0.9482,2471,44%,0.438,-2.625,JETTE
USDINR,EM,BB_Width,Nouvelle,5j,-0.0059,-0.192,-1,0.7704,2471,44%,0.438,-2.625,JETTE
USDINR,EM,Dist_MA20,Nouvelle,5j,0.0023,-0.517,1,0.9098,2471,33%,0.3306,-2.625,JETTE
USDINR,EM,Vol_20,Existante,20j,-0.0234,-0.264,-1,0.2468,2456,29%,0.2917,-2.625,JETTE
USDINR,EM,Hurst,Existante,20j,-0.0134,-0.016,-1,0.508,2456,52%,0.525,-2.625,JETTE
USDINR,EM,Mom_20,Nouvelle,20j,-0.0052,-0.203,-1,0.7953,2456,39%,0.3917,-2.625,JETTE
USDINR,EM,Mom_60,Nouvelle,20j,0.009,-0.38,1,0.657,2456,32%,0.3167,-2.625,JETTE
USDINR,EM,Mom_120,Nouvelle,20j,0.0023,-0.364,1,0.9096,2456,26%,0.2583,-2.625,JETTE
USDINR,EM,Mom_Ratio,Nouvelle,20j,0.005,-0.036,1,0.8026,2456,50%,0.5,-2.625,JETTE
USDINR,EM,BB_Width,Nouvelle,20j,-0.0247,-0.556,-1,0.2219,2456,28%,0.275,-2.625,JETTE
USDINR,EM,Dist_MA20,Nouvelle,20j,0.0082,0.066,1,0.6862,2456,62%,0.6167,-2.625,JETTE
USDJPY,G10,Vol_20,Existante,5j,0.0402,0.567,1,0.0457,2471,71%,0.7107,2.875,GARDE
USDJPY,G10,Hurst,Existante,5j,0.0089,0.051,1,0.6572,2471,62%,0.6198,2.875,JETTE
USDJPY,G10,Mom_20,Nouvelle,5j,-0.0149,-0.634,-1,0.4586,2471,29%,0.2893,2.875,JETTE
USDJPY,G10,Mom_60,Nouvelle,5j,0.0145,-0.447,1,0.4706,2471,39%,0.3884,2.875,JETTE
USDJPY,G10,Mom_120,Nouvelle,5j,-0.0084,-0.859,-1,0.6772,2471,23%,0.2314,2.875,JETTE
USDJPY,G10,Mom_Ratio,Nouvelle,5j,-0.0197,-0.429,-1,0.3283,2471,36%,0.3636,2.875,JETTE
USDJPY,G10,BB_Width,Nouvelle,5j,0.0101,-0.342,1,0.6142,2471,35%,0.3471,2.875,JETTE
USDJPY,G10,Dist_MA20,Nouvelle,5j,0.0032,-0.232,1,0.8728,2471,48%,0.4793,2.875,JETTE
USDJPY,G10,Vol_20,Existante,20j,0.0278,0.061,1,0.1692,2456,54%,0.5417,2.875,JETTE
USDJPY,G10,Hurst,Existante,20j,-0.0016,-0.296,-1,0.9361,2456,38%,0.375,2.875,JETTE
USDJPY,G10,Mom_20,Nouvelle,20j,-0.0037,-0.225,-1,0.8542,2456,40%,0.4,2.875,JETTE
USDJPY,G10,Mom_60,Nouvelle,20j,-0.0045,-0.792,-1,0.823,2456,22%,0.225,2.875,JETTE
USDJPY,G10,Mom_120,Nouvelle,20j,-0.0154,-0.774,-1,0.4464,2456,18%,0.1833,2.875,JETTE
USDJPY,G10,Mom_Ratio,Nouvelle,20j,0.0094,0.234,1,0.6431,2456,52%,0.525,2.875,JETTE
USDJPY,G10,BB_Width,Nouvelle,20j,0.0292,0.218,1,0.1481,2456,59%,0.5917,2.875,FILTRE
USDJPY,G10,Dist_MA20,Nouvelle,20j,0.0025,-0.056,1,0.8999,2456,49%,0.4917,2.875,JETTE
USDKRW,EM,Vol_20,Existante,5j,0.0005,-0.247,1,0.9789,2471,45%,0.4463,0.875,JETTE
USDKRW,EM,Hurst,Existante,5j,-0.0072,-0.016,-1,0.7212,2471,45%,0.4545,0.875,JETTE
USDKRW,EM,Mom_20,Nouvelle,5j,0.0029,-0.216,1,0.8866,2471,50%,0.5041,0.875,JETTE
USDKRW,EM,Mom_60,Nouvelle,5j,0.0036,-0.591,1,0.8592,2471,29%,0.2893,0.875,JETTE
USDKRW,EM,Mom_120,Nouvelle,5j,-0.0187,-1.261,-1,0.354,2471,12%,0.124,0.875,JETTE
USDKRW,EM,Mom_Ratio,Nouvelle,5j,0.0113,0.048,1,0.5747,2471,56%,0.562,0.875,JETTE
USDKRW,EM,BB_Width,Nouvelle,5j,-0.0044,-0.317,-1,0.8283,2471,40%,0.3967,0.875,JETTE
USDKRW,EM,Dist_MA20,Nouvelle,5j,-0.0096,-0.348,-1,0.6322,2471,30%,0.2975,0.875,JETTE
USDKRW,EM,Vol_20,Existante,20j,0.0194,0.417,1,0.3375,2456,71%,0.7083,0.875,JETTE
USDKRW,EM,Hurst,Existante,20j,0.0025,0.172,1,0.9023,2456,57%,0.575,0.875,JETTE
USDKRW,EM,Mom_20,Nouvelle,20j,0.0239,0.18,1,0.2363,2456,62%,0.6167,0.875,JETTE
USDKRW,EM,Mom_60,Nouvelle,20j,-0.0017,-0.458,-1,0.9311,2456,34%,0.3417,0.875,JETTE
USDKRW,EM,Mom_120,Nouvelle,20j,-0.0033,-0.624,-1,0.87,2456,26%,0.2583,0.875,JETTE
USDKRW,EM,Mom_Ratio,Nouvelle,20j,0.0194,0.235,1,0.3368,2456,73%,0.7333,0.875,JETTE
USDKRW,EM,BB_Width,Nouvelle,20j,-0.005,-0.122,-1,0.8043,2456,39%,0.3917,0.875,JETTE
USDKRW,EM,Dist_MA20,Nouvelle,20j,0.024,0.199,1,0.235,2456,60%,0.6,0.875,JETTE
USDMXN,EM,Vol_20,Existante,5j,-0.0551,-1.599,-1,0.0062,2473,6%,0.0579,-5.375,GARDE
USDMXN,EM,Hurst,Existante,5j,-0.0157,-0.495,-1,0.4341,2473,28%,0.281,-5.375,JETTE
USDMXN,EM,Mom_20,Nouvelle,5j,-0.0394,-1.094,-1,0.0501,2473,17%,0.1736,-5.375,FILTRE
USDMXN,EM,Mom_60,Nouvelle,5j,-0.0111,-0.905,-1,0.5796,2473,17%,0.1736,-5.375,JETTE
USDMXN,EM,Mom_120,Nouvelle,5j,-0.0124,-0.987,-1,0.5375,2473,17%,0.1653,-5.375,JETTE
USDMXN,EM,Mom_Ratio,Nouvelle,5j,-0.0307,-0.747,-1,0.1275,2473,24%,0.2397,-5.375,FILTRE
USDMXN,EM,BB_Width,Nouvelle,5j,-0.0208,-0.458,-1,0.3013,2473,33%,0.3306,-5.375,JETTE
USDMXN,EM,Dist_MA20,Nouvelle,5j,-0.0334,-0.68,-1,0.0967,2473,28%,0.281,-5.375,FILTRE
USDMXN,EM,Vol_20,Existante,20j,-0.0224,-0.205,-1,0.2678,2458,40%,0.4,-5.375,JETTE
USDMXN,EM,Hurst,Existante,20j,-0.0172,-0.643,-1,0.3936,2458,22%,0.225,-5.375,JETTE
USDMXN,EM,Mom_20,Nouvelle,20j,-0.0038,-0.178,-1,0.8503,2458,53%,0.5333,-5.375,JETTE
USDMXN,EM,Mom_60,Nouvelle,20j,-0.0,-0.09,-1,0.9981,2458,56%,0.5583,-5.375,JETTE
USDMXN,EM,Mom_120,Nouvelle,20j,-0.0147,-0.538,-1,0.4665,2458,27%,0.2667,-5.375,JETTE
USDMXN,EM,Mom_Ratio,Nouvelle,20j,-0.0098,-0.157,-1,0.628,2458,49%,0.4917,-5.375,JETTE
USDMXN,EM,BB_Width,Nouvelle,20j,-0.0434,-0.494,-1,0.0314,2458,28%,0.275,-5.375,GARDE
USDMXN,EM,Dist_MA20,Nouvelle,20j,-0.0104,-0.336,-1,0.6046,2458,42%,0.4167,-5.375,JETTE
USDNOK,G10,Vol_20,Existante,5j,-0.0026,-0.011,-1,0.8971,2471,46%,0.4628,-0.625,JETTE
USDNOK,G10,Hurst,Existante,5j,0.0255,0.305,1,0.2046,2471,64%,0.6446,-0.625,JETTE
USDNOK,G10,Mom_20,Nouvelle,5j,0.0159,0.072,1,0.43,2471,52%,0.5207,-0.625,JETTE
USDNOK,G10,Mom_60,Nouvelle,5j,-0.033,-1.522,-1,0.1006,2471,6%,0.0579,-0.625,FILTRE
USDNOK,G10,Mom_120,Nouvelle,5j,-0.0151,-1.187,-1,0.4517,2471,10%,0.0992,-0.625,JETTE
USDNOK,G10,Mom_Ratio,Nouvelle,5j,0.0033,0.044,1,0.8708,2471,60%,0.595,-0.625,JETTE
USDNOK,G10,BB_Width,Nouvelle,5j,-0.0013,-0.195,-1,0.9471,2471,39%,0.3884,-0.625,JETTE
USDNOK,G10,Dist_MA20,Nouvelle,5j,0.0035,-0.197,1,0.8639,2471,38%,0.3802,-0.625,JETTE
USDNOK,G10,Vol_20,Existante,20j,-0.0029,-0.029,-1,0.8863,2456,56%,0.5583,-0.625,JETTE
USDNOK,G10,Hurst,Existante,20j,0.0141,0.028,1,0.4864,2456,49%,0.4917,-0.625,JETTE
USDNOK,G10,Mom_20,Nouvelle,20j,-0.0175,-0.514,-1,0.3849,2456,29%,0.2917,-0.625,JETTE
USDNOK,G10,Mom_60,Nouvelle,20j,-0.0348,-1.483,-1,0.0847,2456,4%,0.0417,-0.625,FILTRE
USDNOK,G10,Mom_120,Nouvelle,20j,-0.0071,-0.696,-1,0.7238,2456,22%,0.225,-0.625,JETTE
USDNOK,G10,Mom_Ratio,Nouvelle,20j,-0.0119,-0.327,-1,0.5558,2456,37%,0.3667,-0.625,JETTE
USDNOK,G10,BB_Width,Nouvelle,20j,-0.0065,-0.266,-1,0.7493,2456,42%,0.425,-0.625,JETTE
USDNOK,G10,Dist_MA20,Nouvelle,20j,-0.007,-0.213,-1,0.7293,2456,51%,0.5083,-0.625,JETTE
USDPKR,EM,Vol_20,Existante,5j,0.0197,0.169,1,0.3275,2471,55%,0.5537,-9.375,JETTE
USDPKR,EM,Hurst,Existante,5j,0.0015,-0.016,1,0.9393,2471,50%,0.4959,-9.375,JETTE
USDPKR,EM,Mom_20,Nouvelle,5j,0.0503,0.404,1,0.0125,2471,73%,0.7273,-9.375,GARDE
USDPKR,EM,Mom_60,Nouvelle,5j,0.0483,0.275,1,0.0163,2471,63%,0.6281,-9.375,FILTRE
USDPKR,EM,Mom_120,Nouvelle,5j,0.0429,-0.205,1,0.0331,2471,44%,0.438,-9.375,FILTRE
USDPKR,EM,Mom_Ratio,Nouvelle,5j,0.0514,0.694,1,0.0106,2471,75%,0.7521,-9.375,GARDE
USDPKR,EM,BB_Width,Nouvelle,5j,0.0321,-0.067,1,0.1105,2471,45%,0.4463,-9.375,JETTE
USDPKR,EM,Dist_MA20,Nouvelle,5j,0.0821,0.809,1,0.0,2471,73%,0.7273,-9.375,GARDE
USDPKR,EM,Vol_20,Existante,20j,0.0274,0.285,1,0.1744,2456,59%,0.5917,-9.375,JETTE
USDPKR,EM,Hurst,Existante,20j,-0.0018,-0.197,-1,0.9274,2456,36%,0.3583,-9.375,JETTE
USDPKR,EM,Mom_20,Nouvelle,20j,0.0437,0.49,1,0.0303,2456,72%,0.7167,-9.375,GARDE
USDPKR,EM,Mom_60,Nouvelle,20j,0.0341,-0.066,1,0.0908,2456,52%,0.525,-9.375,JETTE
USDPKR,EM,Mom_120,Nouvelle,20j,0.0497,0.326,1,0.0137,2456,65%,0.65,-9.375,FILTRE
USDPKR,EM,Mom_Ratio,Nouvelle,20j,0.0377,0.457,1,0.062,2456,73%,0.7333,-9.375,FILTRE
USDPKR,EM,BB_Width,Nouvelle,20j,0.0342,0.183,1,0.0902,2456,48%,0.475,-9.375,JETTE
USDPKR,EM,Dist_MA20,Nouvelle,20j,0.0561,0.762,1,0.0054,2456,76%,0.7583,-9.375,GARDE
USDPLN,EM,Vol_20,Existante,5j,-0.0342,-0.608,-1,0.0889,2471,28%,0.281,-1.625,FILTRE
USDPLN,EM,Hurst,Existante,5j,-0.0083,-0.074,-1,0.68,2471,43%,0.4298,-1.625,JETTE
USDPLN,EM,Mom_20,Nouvelle,5j,-0.0272,-0.709,-1,0.176,2471,23%,0.2314,-1.625,JETTE
USDPLN,EM,Mom_60,Nouvelle,5j,-0.0258,-1.026,-1,0.2,2471,18%,0.1818,-1.625,JETTE
USDPLN,EM,Mom_120,Nouvelle,5j,-0.0215,-1.564,-1,0.2847,2471,3%,0.0331,-1.625,JETTE
USDPLN,EM,Mom_Ratio,Nouvelle,5j,-0.0221,-0.337,-1,0.2718,2471,43%,0.4298,-1.625,JETTE
USDPLN,EM,BB_Width,Nouvelle,5j,0.0053,0.074,1,0.7917,2471,54%,0.5372,-1.625,JETTE
USDPLN,EM,Dist_MA20,Nouvelle,5j,-0.0266,-0.751,-1,0.1859,2471,21%,0.2149,-1.625,JETTE
USDPLN,EM,Vol_20,Existante,20j,-0.0382,-0.55,-1,0.0586,2456,35%,0.35,-1.625,FILTRE
USDPLN,EM,Hurst,Existante,20j,-0.0251,-0.4,-1,0.2138,2456,32%,0.325,-1.625,JETTE
USDPLN,EM,Mom_20,Nouvelle,20j,-0.0016,-0.321,-1,0.9374,2456,35%,0.35,-1.625,JETTE
USDPLN,EM,Mom_60,Nouvelle,20j,-0.0165,-0.833,-1,0.4123,2456,21%,0.2083,-1.625,JETTE
USDPLN,EM,Mom_120,Nouvelle,20j,-0.0073,-0.993,-1,0.7176,2456,14%,0.1417,-1.625,JETTE
USDPLN,EM,Mom_Ratio,Nouvelle,20j,-0.0127,-0.276,-1,0.5297,2456,34%,0.3417,-1.625,JETTE
USDPLN,EM,BB_Width,Nouvelle,20j,-0.0367,-0.515,-1,0.0693,2456,32%,0.3167,-1.625,FILTRE
USDPLN,EM,Dist_MA20,Nouvelle,20j,-0.0009,-0.21,-1,0.9654,2456,45%,0.45,-1.625,JETTE
USDRUB,EM,Vol_20,Existante,5j,-0.015,-0.409,-1,0.4547,2471,40%,0.405,-17.375,JETTE
USDRUB,EM,Hurst,Existante,5j,-0.0328,-0.369,-1,0.1035,2471,35%,0.3471,-17.375,FILTRE
USDRUB,EM,Mom_20,Nouvelle,5j,0.0354,0.422,1,0.0785,2471,66%,0.6612,-17.375,FILTRE
USDRUB,EM,Mom_60,Nouvelle,5j,-0.0006,-0.615,-1,0.9751,2471,26%,0.2562,-17.375,JETTE
USDRUB,EM,Mom_120,Nouvelle,5j,-0.0135,-1.127,-1,0.5015,2471,10%,0.0992,-17.375,JETTE
USDRUB,EM,Mom_Ratio,Nouvelle,5j,0.0287,0.55,1,0.1542,2471,73%,0.7273,-17.375,JETTE
USDRUB,EM,BB_Width,Nouvelle,5j,-0.0329,-0.78,-1,0.1024,2471,24%,0.2397,-17.375,FILTRE
USDRUB,EM,Dist_MA20,Nouvelle,5j,0.0327,0.219,1,0.1037,2471,60%,0.6033,-17.375,FILTRE
USDRUB,EM,Vol_20,Existante,20j,-0.0289,-0.745,-1,0.1528,2456,23%,0.2333,-17.375,JETTE
USDRUB,EM,Hurst,Existante,20j,-0.0141,-0.061,-1,0.4849,2456,50%,0.5,-17.375,JETTE
USDRUB,EM,Mom_20,Nouvelle,20j,0.0342,0.189,1,0.0901,2456,60%,0.6,-17.375,JETTE
USDRUB,EM,Mom_60,Nouvelle,20j,-0.019,-0.535,-1,0.3472,2456,30%,0.3,-17.375,JETTE
USDRUB,EM,Mom_120,Nouvelle,20j,-0.0109,-0.604,-1,0.5891,2456,26%,0.2583,-17.375,JETTE
USDRUB,EM,Mom_Ratio,Nouvelle,20j,0.0117,-0.02,1,0.5623,2456,42%,0.425,-17.375,JETTE
USDRUB,EM,BB_Width,Nouvelle,20j,-0.0339,-0.811,-1,0.0926,2456,22%,0.2167,-17.375,FILTRE
USDRUB,EM,Dist_MA20,Nouvelle,20j,0.0469,0.357,1,0.0201,2456,59%,0.5917,-17.375,FILTRE
USDSEK,G10,Vol_20,Existante,5j,0.0089,-0.02,1,0.6589,2471,48%,0.4793,1.125,JETTE
USDSEK,G10,Hurst,Existante,5j,-0.0137,-0.182,-1,0.4975,2471,38%,0.3802,1.125,JETTE
USDSEK,G10,Mom_20,Nouvelle,5j,-0.002,-0.174,-1,0.9194,2471,47%,0.4711,1.125,JETTE
USDSEK,G10,Mom_60,Nouvelle,5j,-0.0096,-0.939,-1,0.6341,2471,19%,0.1901,1.125,JETTE
USDSEK,G10,Mom_120,Nouvelle,5j,0.0055,-0.762,1,0.7844,2471,25%,0.2479,1.125,JETTE
USDSEK,G10,Mom_Ratio,Nouvelle,5j,0.0012,-0.095,1,0.9515,2471,45%,0.4463,1.125,JETTE
USDSEK,G10,BB_Width,Nouvelle,5j,0.0066,-0.19,1,0.7434,2471,34%,0.3388,1.125,JETTE
USDSEK,G10,Dist_MA20,Nouvelle,5j,-0.0033,-0.302,-1,0.8707,2471,39%,0.3884,1.125,JETTE
USDSEK,G10,Vol_20,Existante,20j,0.0113,0.089,1,0.5773,2456,54%,0.5417,1.125,JETTE
USDSEK,G10,Hurst,Existante,20j,-0.0135,-0.248,-1,0.5047,2456,40%,0.4,1.125,JETTE
USDSEK,G10,Mom_20,Nouvelle,20j,-0.0131,-0.5,-1,0.516,2456,37%,0.3667,1.125,JETTE
USDSEK,G10,Mom_60,Nouvelle,20j,-0.0106,-0.977,-1,0.5992,2456,13%,0.1333,1.125,JETTE
USDSEK,G10,Mom_120,Nouvelle,20j,0.0194,-0.492,1,0.3362,2456,28%,0.2833,1.125,JETTE
USDSEK,G10,Mom_Ratio,Nouvelle,20j,-0.0184,-0.423,-1,0.3615,2456,39%,0.3917,1.125,JETTE
USDSEK,G10,BB_Width,Nouvelle,20j,-0.0134,-0.307,-1,0.506,2456,37%,0.3667,1.125,JETTE
USDSEK,G10,Dist_MA20,Nouvelle,20j,-0.0155,-0.387,-1,0.4429,2456,38%,0.3833,1.125,JETTE
USDSGD,EM,Vol_20,Existante,5j,-0.0096,-0.374,-1,0.6343,2471,38%,0.3802,0.125,JETTE
USDSGD,EM,Hurst,Existante,5j,0.0032,0.078,1,0.8743,2471,52%,0.5207,0.125,JETTE
USDSGD,EM,Mom_20,Nouvelle,5j,-0.0067,-0.469,-1,0.7384,2471,33%,0.3306,0.125,JETTE
USDSGD,EM,Mom_60,Nouvelle,5j,-0.0036,-0.654,-1,0.8578,2471,27%,0.2727,0.125,JETTE
USDSGD,EM,Mom_120,Nouvelle,5j,-0.0183,-0.941,-1,0.3625,2471,16%,0.157,0.125,JETTE
USDSGD,EM,Mom_Ratio,Nouvelle,5j,-0.0049,-0.15,-1,0.8064,2471,38%,0.3802,0.125,JETTE
USDSGD,EM,BB_Width,Nouvelle,5j,0.001,-0.001,1,0.9594,2471,50%,0.4959,0.125,JETTE
USDSGD,EM,Dist_MA20,Nouvelle,5j,-0.0157,-0.651,-1,0.4355,2471,24%,0.2397,0.125,JETTE
USDSGD,EM,Vol_20,Existante,20j,0.0223,0.383,1,0.269,2456,61%,0.6083,0.125,JETTE
USDSGD,EM,Hurst,Existante,20j,0.0164,0.232,1,0.4174,2456,66%,0.6583,0.125,JETTE
USDSGD,EM,Mom_20,Nouvelle,20j,0.0086,0.078,1,0.6717,2456,57%,0.575,0.125,JETTE
USDSGD,EM,Mom_60,Nouvelle,20j,0.0002,-0.332,1,0.9912,2456,33%,0.3333,0.125,JETTE
USDSGD,EM,Mom_120,Nouvelle,20j,-0.016,-0.568,-1,0.4288,2456,28%,0.2833,0.125,JETTE
USDSGD,EM,Mom_Ratio,Nouvelle,20j,0.0039,0.087,1,0.8455,2456,57%,0.575,0.125,JETTE
USDSGD,EM,BB_Width,Nouvelle,20j,0.0012,-0.038,1,0.9517,2456,48%,0.475,0.125,JETTE
USDSGD,EM,Dist_MA20,Nouvelle,20j,0.0088,0.125,1,0.6628,2456,58%,0.5833,0.125,JETTE
USDTRY,EM,Vol_20,Existante,5j,-0.0015,0.164,-1,0.9393,2471,54%,0.5372,-38.875,JETTE
USDTRY,EM,Hurst,Existante,5j,0.0213,0.217,1,0.2896,2471,60%,0.6033,-38.875,JETTE
USDTRY,EM,Mom_20,Nouvelle,5j,0.0866,1.136,1,0.0,2471,92%,0.9174,-38.875,GARDE
USDTRY,EM,Mom_60,Nouvelle,5j,0.0731,0.58,1,0.0003,2471,61%,0.6116,-38.875,FILTRE
USDTRY,EM,Mom_120,Nouvelle,5j,0.0178,-0.305,1,0.3754,2471,36%,0.3636,-38.875,JETTE
USDTRY,EM,Mom_Ratio,Nouvelle,5j,0.0822,1.224,1,0.0,2471,92%,0.9174,-38.875,GARDE
USDTRY,EM,BB_Width,Nouvelle,5j,0.0436,0.591,1,0.0303,2471,64%,0.6446,-38.875,FILTRE
USDTRY,EM,Dist_MA20,Nouvelle,5j,0.0973,1.131,1,0.0,2471,94%,0.9421,-38.875,GARDE
USDTRY,EM,Vol_20,Existante,20j,-0.0197,-0.224,-1,0.3295,2456,39%,0.3917,-38.875,JETTE
USDTRY,EM,Hurst,Existante,20j,0.0107,0.014,1,0.595,2456,46%,0.4583,-38.875,JETTE
USDTRY,EM,Mom_20,Nouvelle,20j,0.0891,0.957,1,0.0,2456,82%,0.8167,-38.875,GARDE
USDTRY,EM,Mom_60,Nouvelle,20j,0.0273,-0.054,1,0.1768,2456,48%,0.475,-38.875,JETTE
USDTRY,EM,Mom_120,Nouvelle,20j,0.0011,-0.325,1,0.9555,2456,42%,0.425,-38.875,JETTE
USDTRY,EM,Mom_Ratio,Nouvelle,20j,0.0863,1.174,1,0.0,2456,88%,0.8833,-38.875,GARDE
USDTRY,EM,BB_Width,Nouvelle,20j,-0.0166,-0.243,-1,0.4119,2456,41%,0.4083,-38.875,JETTE
USDTRY,EM,Dist_MA20,Nouvelle,20j,0.0935,1.172,1,0.0,2456,91%,0.9083,-38.875,GARDE
USDZAR,EM,Vol_20,Existante,5j,-0.0245,-0.608,-1,0.2236,2471,24%,0.2397,-3.875,JETTE
USDZAR,EM,Hurst,Existante,5j,0.0157,-0.217,1,0.4355,2471,49%,0.4876,-3.875,JETTE
USDZAR,EM,Mom_20,Nouvelle,5j,-0.0416,-0.959,-1,0.0385,2471,20%,0.1983,-3.875,GARDE
USDZAR,EM,Mom_60,Nouvelle,5j,-0.0231,-1.069,-1,0.25,2471,12%,0.1157,-3.875,JETTE
USDZAR,EM,Mom_120,Nouvelle,5j,-0.0128,-1.148,-1,0.5242,2471,12%,0.1157,-3.875,JETTE
USDZAR,EM,Mom_Ratio,Nouvelle,5j,-0.0333,-0.598,-1,0.098,2471,28%,0.281,-3.875,FILTRE
USDZAR,EM,BB_Width,Nouvelle,5j,-0.0107,-0.194,-1,0.5948,2471,50%,0.4959,-3.875,JETTE
USDZAR,EM,Dist_MA20,Nouvelle,5j,-0.0379,-0.775,-1,0.0596,2471,21%,0.2149,-3.875,FILTRE
USDZAR,EM,Vol_20,Existante,20j,-0.0142,-0.346,-1,0.4832,2456,38%,0.375,-3.875,JETTE
USDZAR,EM,Hurst,Existante,20j,0.0259,0.066,1,0.1997,2456,48%,0.475,-3.875,JETTE
USDZAR,EM,Mom_20,Nouvelle,20j,0.0053,0.01,1,0.7947,2456,56%,0.5583,-3.875,JETTE
USDZAR,EM,Mom_60,Nouvelle,20j,-0.0019,-0.082,-1,0.9256,2456,40%,0.4,-3.875,JETTE
USDZAR,EM,Mom_120,Nouvelle,20j,-0.0074,-0.409,-1,0.7123,2456,26%,0.2583,-3.875,JETTE
USDZAR,EM,Mom_Ratio,Nouvelle,20j,0.0072,0.067,1,0.722,2456,58%,0.5833,-3.875,JETTE
USDZAR,EM,BB_Width,Nouvelle,20j,-0.0178,-0.405,-1,0.3792,2456,39%,0.3917,-3.875,JETTE
USDZAR,EM,Dist_MA20,Nouvelle,20j,0.0203,0.212,1,0.3148,2456,61%,0.6083,-3.875,JETTE
